Year,S. No,Project Registration No.,Name & Address of Promoter,Project Details & Address,Approval Details,Project Completion Date,Other Details Links,Current Status of Project
2025,407,TNRERA/29/BLG/0407/2025 dated 16-12-2025,"M/s.Shreyes Chakra Ventures Pvt Ltd, NO.32/44, MADHAVAN NAIR ROAD, MAHALINGAPURAM, NUNGAMBAKKAM, Chennai, Tamil Nadu-600034.
 
                                                                 T.C.SESHADRI, NO.32/44, MADHAVAN NAIR ROAD, MAHALINGAPURAM, NUNGAMBAKKAM, Chennai, Tamil Nadu-600034.
 
                                                                 M/s.TRANS ASIA CORPORATION, No.32/44, MADHAVAN NAIR ROAD, MAHALINGAPURAM, NUNGAMBAKKAM, Chennai, Tamil Nadu-600034.
 
                                                                 M/s.GRAND TRUST OVERSEAS PRIVATE LIMITED, No.32/44, MADHAVAN NAIR ROAD, MAHALINGAPURAM, NUNGAMBAKKAM, Chennai, Tamil Nadu-600034.
 
                                                                 MARY PODIKUNJU, No.32/44, MADHAVAN NAIR ROAD, MAHALINGAPURAM, NUNGAMBAKKAM, Chennai, Tamil Nadu-600034.","Registration for Stilt Floor with Mechanized Pit Puzzle parking + 5 Floors Commercial Building (Office with Height-18.30m) availing premium FSI with TOD benefit at Plot No.11, Door No.173(Old Door No.64), Habibullah Road, T.Nagar, Chennai comprised in R.S.No.96/1, T.S.No.6797 (as per Document) & T.S.No.6797/1 & 6797/2 (as per patta), Block No.106 of T.Nagar Town, Guindy Taluk within the Limits of Greater Chennai Corporation, Chennai District.",The CMDA issued planning permission No.OL-PP/NHRB/0718/2024 in Letter No.CMDA/PP/NHRB/C/0629/2024 dated 12/12/2024. The Greater Chennai Corporation issued building permission in Letter No.CEBA/WDCN09/00612/2024 dated 23/12/2024.,31.12.2026,"https://rera.tn.gov.in/public-view1/building/pfirm/21973b50-33f3-11f0-be7a-63e4a865f728, https://rera.tn.gov.in/public-view2/building/pfirm/1f90fad0-33fb-11f0-9e8a-054a41e9e97b",
2025,408,TNRERA/26/BLG/0408/2025 dated 16-12-2025,"G.V.Krishnan proprietor of M/s. Sharada Estates (POA), Door No.A35, 1ST CROSS STREET, MAHARAJA NAGAR, PALAYAMKOTTAI, Tirunelveli, Tamil Nadu-627  011.
 
                                                                 G.Radhakrishnan s/o Gopalakrishnan (Land Owner), Door No.110/A11, 4TH AVENUE, ASHOK NAGAR, Chennai -  600  083, Chennai, Tamil Nadu- 
                                                                 G.Manthira Velayutham (Land Owner), Door No.110/A11, 4TH AVENUE, ASHOK NAGAR , Chennai - 600  083, Chennai, Tamil Nadu- 
                                                                 G.Radhakrishnan    s/o   Guhan (Land Owner), Door No.946, 1ST MAIN ROAD, TNHB COLONY, VELACHERRY , Chennai - 600  042, Chennai, Tamil Nadu-","Project Name: SREE MEENAKSHI Registration for Stilt Floor + 5 Floors Residential Building with 30 dwelling units at Approved layout L.P.H/D.T.P No.56/1962 , Plot No.A - 26. Comprised in Old S.Nos. 264/4 , 264/8 , T.S.Nos. 54/1 , 54/2 , Block No - 12 , Ward - BS  of  V.M.Chathram Village , Palayamkottai  Taluk , Tirunelveli District.","The  Joint  Director , T&CP , Tirunelveli  District has issued planning permission vide letter No. SWP/BPA/0545241/2025 dated 24.07.2025. The  Commissioner , Tirunelveli City Municipal Corporation has issued building permission vide letter No. 146/BL/225/00370  dated 11.08.2025.",23.07.2033,"https://rera.tn.gov.in/public-view1/building/pindividiual/84dc6b00-a5bd-11f0-a057-db31974acde0, https://rera.tn.gov.in/public-view2/building/pindividiual/075c8e70-a5c1-11f0-b4c6-dfc931cc2349",
2025,409,TNRERA/29/BLG/0409/2025 dated 16-12-2025,"CHITALE INFRA LLP, Door No.148, Ground Floor, Dr. Radhakrishnan Salai,, Mylapore, Village , Chennai, Taluk.Mylapore, Chennai, Tamil Nadu-600004.
 
                                                                 Arshleen Aneja, Door No.No.148,, Dr. Radhakrishnan Salai,, Mylapore Village , Chennai, Taluk.Mylapore, Chennai, Tamil Nadu-600004.
 
                                                                 Jasbir Singh Aneja, Door No.148, Dr.Radhakrishnan Salai, Mylapore Village , Chennai, Taluk.Mylapore, Chennai, Tamil Nadu-600004.
 
                                                                 Kawaljit Aneja, Door No.148, Dr.Radhakrishnan Salai, Mylapore Village , Chennai, Taluk.Mylapore, Chennai, Tamil Nadu-600004.
 
                                                                 Mansimar Singh Aneja, Door No.148, Dr.Radhakrishnan Salai, Mylapore Village , Chennai, Taluk.Mylapore, Chennai, Tamil Nadu-600004.
 
                                                                 Ranjoth Singh Aneja, Door No.148, Dr.Radhakrishnan Salai, Mylapore Village , Chennai, Taluk.Mylapore, Chennai, Tamil Nadu-600004.
 
                                                                 Supreet Kaur Aneja, Door No.148, Dr.Radhakrishnan Salai, Mylapore Village , Chennai, Taluk.Mylapore, Chennai, Tamil Nadu-600004.","Project Name: AMARA ANEJA Registration for Stilt floor + 5 floors Residential Building with 15 dwelling units Availing Premium FSI with TOD Benefit at Plot No.8, New Door No.23, Old Door No.12, Chevalier Shivaji Ganesan Road (South Boag Road), T.Nagar, Chennai 600017, comprised in Old S.No.122/2, 123/1, 123/2, 123/3, 123/4 & 124/2 (Pt) (Document) and T.S.No.6553/1 & 6553/2, Block No.141 of T.Nagar Village, within the limit of Greater Chennai Corporation Chennai District.",CMDA Planning Permission No.OL-PP/NHRB/0411/2025 issued in Letter No.CMDA/PP/NHRB/C/0245/2025 dated 17-10-2025. The Greater Chennai Corporation issued Building Permission No.CEBA/WDCN09/00452/2025 dated 03/11/2025,31.10.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/0f2d2090-cdf4-11f0-94f3-0da6d351703b, https://rera.tn.gov.in/public-view2/building/pfirm/1a7b4a20-cdfb-11f0-aeb9-fb677884d68d",
2025,410,TNRERA/29/BLG/0410/2025 dated 16-12-2025,"NPSH DEVELOPERS PVT LTD, Door No.No.25, Kattabomman street,, Virugambakkam Village , chennai, Chennai, Tamil Nadu-600092.
 
                                                                 MR.K.BALAJI, Door No.25, kattabomman street,virugambakkam, chennai, Chennai, Tamil Nadu-600092.","Project Name: NPSH NIVASAM Registration for Registration of Stilt Floor (Parking) + 3 Floors Residential Building with 16 dwelling units (Height-13.20 m) at Plot No.213, Ranganayaki Ammal Street, Ayyavu Naidu Colony, Arumbakkam, comprised in Old R.S.No. 46/2pt & 45/6pt and T.S.No. 4/16 & 54, Block No.22 & 23 , Ward.001 of Arumbakkam village, Aminijikarai Taluk Within the limits of Greater Chennai Corporation, Chennai District.",CMDA issued planning permission in P.P.No.OL-PP/NHRB/0297/2025 vide  Letter No. CMDA/PP/NHRB/N/0239/2025 dated 25/07/2025. Greater Chennai Corporation  issued building permission in Letter No. CEBA/WDCN08/00377/2025  dated 29/08/2025.,31.12.2026,"https://rera.tn.gov.in/public-view1/building/pfirm/10324500-87ff-11f0-a633-4f8cfa9ed786, https://rera.tn.gov.in/public-view2/building/pfirm/254cf810-98ef-11f0-9837-3367a3468590",
2025,411,TNRERA/1/BLG/0411/2025 dated 16-12-2025,"M/s. Asset Tree Homes, Plot No. 20 , Zion Complex , 2nd Floor , Pammal Main Road, Pammal , Chennai - 600  075, Chennai, Tamil Nadu-","Project Name: ATH MERLION Phase I Registration for Stilt Floor + 4 Floors + 5th Floor (Part)  Residential Building with 33 dwelling units  at  Plot Nos. 6 , 7 , 8 , 9 , 10 (CMDA Approved Layout No.202/2023) , Maansarovar Nagar Phase II , Rendamkattalai , Chennai - 600 128. Comprised in Old S.Nos. 238/1 , 238/2 , 238/3A , New S.Nos. 238/1B , 238/2E , 238/2D , 238/2C , 238/3A5 , 238/2B , 238/3A4 , 238/3A3  of  Rendamkattalai  Village , Kundrathur  Taluk , Kancheepuram District.","The Assistant  Planner , CMDA , Chennai has issued planning permission vide letter No. CMDA/PP/NHRB/C/0079/2025 dated 16-05-2025. The President of Kundrathur Village Panchayat has issued building permission vide letter No.  13/2025 dated 29.10.2025.",30.12.2028,"https://rera.tn.gov.in/public-view1/building/pfirm/99530500-b8d1-11f0-9dc5-f9cb6a4c1f38, https://rera.tn.gov.in/public-view2/building/pfirm/3da860e0-bb81-11f0-adfe-e102680fc584",
2025,412,TNRERA/29/BLG/0412/2025 dated 16-12-2025,"1. Mahin Hussain, 2. Nahin Hussain, Door No.05, B180, 54th Street, 9th Avenue, Ashok nagar, Kodambakkam, Chennai, Tamil Nadu-600083.","Project Name: AL KALIMA Registration for Stilt Floor + 5 Floors (Height 18.30 m) Commercial Cum Residential Building with 5 Dwelling Units (1st & 2nd Floor – Office; 3rd, 4th & 5th Floor – Residential) at Plot No. B 180, 54th Street, Ashok Nagar, Chennai – 600 083 comprised in Town Survey No. 60, Block No. 70 of Kodambakkam Village, Chennai District.","CMDA issued Planning Permission in OL-PP/NHRB/0474/2024 in Letter RC No.  CMDA/PP/NHRB/C/0404/2024, dated 02/08/2024. The Executive Engineer (T.P), Greater Chennai Corporation has issued Building Permission in Letter RC No. CEBA/WDCN10/00412/2024, dated 16/08/2024.",Completed,"https://rera.tn.gov.in/public-view1/building/pindividiual/606cc1a0-c5cb-11f0-8649-0dc19b0fe2ee, https://rera.tn.gov.in/public-view2/building/pindividiual/87f65e20-c5e2-11f0-97c5-a594128541a8",
2025,413,TNRERA/7/BLG/0413/2025 dated 16-12-2025,"M/s. METROPOLE HOMES, Door No.20, 1st Floor , Brindavan Road , Fairlands, Salem - 636  004, Salem, Tamil Nadu-","Project Name: Metropole - Krishna Registration for Stilt Floor + 5 Floors Residential Building with 10 dwelling units. Comprised in Survey No. 74/1B33 , Plot No - 78 , T.S No. 60 , Ward - D , Block-26  of   Alagapuram   Village , Salem  Taluk , Salem District.","The Assistant Director , T&CP , Salem District. has issued  Planning Permission vide letter No. SWP/BPA/471120/2025  dated  17.04.2025. The  Commissioner , Salem City Municipal Corporation issued Building permission vide letter  No.049/CP/25-26/0004820 dated 23.05.2025",22.05.2030,"https://rera.tn.gov.in/public-view1/building/pfirm/c497cc80-7e81-11f0-aaaf-e5e4e3d04f54, https://rera.tn.gov.in/public-view2/building/pfirm/59344740-7e90-11f0-98e9-1718082d186b",
2025,414,TNRERA/11/BLG/0414/2025 dated 16-12-2025,"Ms SRREE KRISHNAA BUILDER GPA, No 01, CHINNASAMY GOUNDER STREET,  MARUDHAMALAI ROAD, VADAVALLI, Coimbatore, Tamil Nadu-641041.
 
                                                                 K MARUTHACHALAM, D.No.10/4C Maruthamalai Main Road,  Vadavalli, Coimbatore, Tamil Nadu-641041.","Project Name: SRREE KRISHNAA’S ARANYA Registration for Stilt Floor + 5 Floors Residential building with 10 dwelling units at Site Nos.9 & 10 in Survey No.232/1B4 of Vadavalli Village, Perur Taluk, Coimbatore District.","The Joint Director, T&CP, Coimbatore District issued Planning Permission No.421/2023 in Letter No.SWP/BPA/008855/2023 dated 14/07/2023.  The Commissioner, Coimbatore City Municipal Corporation issued Building Permission No.162/CP/23-24/0259974 in Letter No.162/BL/2024/03/038/00833 dated 19/03/2024.",13.07.2031,"https://rera.tn.gov.in/public-view1/building/pindividiual/78babac0-8ed6-11f0-bcc6-cb9a9aee9dc2, https://rera.tn.gov.in/public-view2/building/pindividiual/97182140-8fc0-11f0-a239-91dc2966ad4c",
2025,415,TNRERA/29/BLG/0415/2025 dated 16-12-2025,"BBCL PRIME CONSTRUCTIONS PRIVATE LIMITED, Plot No.49/24, College Road, Nungambakkam, Chennai, Tamil Nadu-600006.","Project Name: BBCL ANUGRAHA Registration for Stilt floor (part) /Groundfloor(part) + 5 floors residential building with 10 dwelling units (with mechanized parking)Availing Premium FSI with TOD Benefit at Plot No.3 & 3A, Door No.66/1, Greenways Road Extension, Raja Annamalaipuram, Comprised in T.S.Nos.4255/10 & 4255/11, Block No.92 of Mylapore Village within the Limits of Greater Chennai Corporation, Chennai District.",CMDA issued planning permission in P.P.No.OL-PP/NHRB/0322/2025 vide Letter No. CMDA/PP/NHRB/S/0269/2025 dated 13/08/2025.Greater Chennai Corporation has  issued building permission in Letter No. CEBA/WDCN13/00394/2025 dated 16/09/2025.,12.08.2033,"https://rera.tn.gov.in/public-view1/building/pfirm/f23c6cf0-9771-11f0-8b48-852e9a99e8fc, https://rera.tn.gov.in/public-view2/building/pfirm/721fd550-b3d7-11f0-8beb-61d8b7c2fb68",
2025,416,TNRERA/35/BLG/0416/2025 dated 16-12-2025,"M/s.SUGAL AND DAMANI SHARE BROKERS LIMITED, Flat No.SIYAT HOUSE, Door No.961, POONAMALLEE HIGH ROAD, 3 RD FLOOR, PURASAIVAKKAM, Chennai, Tamil Nadu-600084.","Project Name: VISTA  VILLAS Registration for Residential Group House Building Block 1: Ground Floor + 1 Floor with 5 Dwelling Units; Block 2: Ground Floor + 1 Floor with 5 Dwelling Units; Block 3: Ground Floor + 1 Floor with 6 Dwelling Units; Totally 16 Dwelling Units Comprised in S.No.1483/3B1 & 1483/3B2 of Thaiyur- A Village, Thiruporur Taluk, Chengalpattu District.","The Assistant Director, T&CP, Chengalpattu District issued planning permission in Letter No. SWP/BPA/519497/2025 dated 01/08/2025.  The President, Thaiyur Village Panchayat,Chengalpattu District issued building permission in Letter No.23/2025-26 dated 19/08/2025.",31.12.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/901ce880-a358-11f0-84f1-c73d9e64bbd5, https://rera.tn.gov.in/public-view2/building/pfirm/ca962cd0-a451-11f0-95b4-5b0823debfcf",
2025,417,TNRERA/11/BLG/0417/2025 dated 16-12-2025,"M/s Ravimurugaa Construction Pvt Ltd, Door No.8/1, Thirumagal Nagar, Peelamedu Pudur, Coimbatore, Tamil Nadu-641004.","Project Name: RAVIMURUGAA'S WISTERIAA PARK Registration for Block - A to M with Ground + 2 Floors and Block - N with Stilt + 2 Floors Residential Building with 16 Dwelling Units comprised in Survey No. 296/2B3A  of Kalapatti West Village, Coimbatore North Taluk, Coimbatore District.","The Joint Dirctor, T&CP, Coimbatore, issued Planning Permission No.421/2025 in Application No.SWP/BPA/533695/2025 Dated 14/07/2025. The Commissioner, Coimbatore City Municipal Corporation issued Building Permission in Letter No. 162/BL/2025/02/008/01469, Dated 31/07/2025.",10.06.2033,"https://rera.tn.gov.in/public-view1/building/pfirm/68dcdf20-99d0-11f0-a999-ebe8f80f7026, https://rera.tn.gov.in/public-view2/building/pfirm/2699feb0-99e2-11f0-9a49-99c530851dc7",
2025,418,TNRERA/16/BLG/0418/2025 dated 16-12-2025,"M/s.ROHINI RAMJI GPA for i) Usha Bharathan ii) Bharathan, Door No.14, NACHIYARAMMAN KOVIL STREET, WORAIYUR, Taluk.TRICHY WEST, Tiruchirappalli, Tamil Nadu-620003.
 
                                                                 -, Door No.-, -, -, Tiruchirappalli, Tamil Nadu--.
 
                                                                 -, Door No.-, -, -, Tiruchirappalli, Tamil Nadu--.
 
                                                                 -, Door No.-, -, -, Taluk.-, Tiruchirappalli, Tamil Nadu--.","Project Name: ROHINI RAMJI Registration for Basement Floor + Stilt Floor + 9 Floors Residential Building with 45 dwelling units Comprised in T.S.No. 4/1, 4/2, 4/3, Block No: 17 Ward: L, Woraiyur Zone-V, Trichy city Corporation, Tiruchirappalli District.","The Joint Director, DTCP, Tiruchirappalli District approved Planning Permission No.113/2025 issued in Letter No. SWP/BPA/193127/2024 dated 01/08/2025 The Assistant Commissioner, Tiruchirappalli City Corporation, Tiruchirappalli District issued Building Permission No.086/BL/2025/00371 dated 28/08/2025.",31.07.2033,"https://rera.tn.gov.in/public-view1/building/pfirm/849eef90-b55f-11f0-8fcf-213b8d85d353, https://rera.tn.gov.in/public-view2/building/pfirm/0e453970-b562-11f0-9845-a9a45fc1af79",
2025,419,TNRERA/35/BLG/0419/2025 dated 17-12-2025,"AANIRUDH FLAT PROMOTERS PVT LTD, Plot No.C8 GOLDEN JUBLEE APARTMENT, 208 HIG FLAT ANNA MAIN ROAD KK NAGAR CHENNAI, KK NAGAR Village , CHENNAI, Taluk.KK NAGAR, Chennai, Tamil Nadu-600078.
 
                                                                 No: BG2, Guru Vignesh Apartments, 10/3, 24th street, Nanganallur Village , Chennai, Chennai, Tamil Nadu-600061.
 
                                                                 S Senthil Kumar, BG-2, Guru Vignesh Apartment,10/3,24th Street, Nanganallur Village , Chennai, Chennai, Tamil Nadu-600061.
 
                                                                 Leela Pankajam, New No.31,Gandhi Salai, Palavanthangal Village , Chennai, Chennai, Tamil Nadu-600114.
 
                                                                 S Muthusamy, Flat No.202,KamalaShiva Sai Apartment,Jyothi Nagar, Karim Nagar, Karimnagar, Telangana-505001.
 
                                                                 Sama Hemalatha, No.1,3rd Main Road, Nanganallur Village , Chennai, Chennai, Tamil Nadu-600061.
 
                                                                 S Thiruvazh Marban, Flat No.E -5,Rks Kings Palace, 18th Street, Nanganallur, Chennai, Chennai, Tamil Nadu-600061.
 
                                                                 Srinath Sridhar, Flat No.E -5,Rks Kings Palace, 18th Street,Nanganallur, Chennai, Chennai, Tamil Nadu-600061.
 
                                                                 Jayanthi Sridhar, C33,240 LIG Flats, 7th Avenue near GRT Mahalakshmi School, Ashok Nagar, Chennai, Chennai, Tamil Nadu-600083.
 
                                                                 K Hemalatha, No.13,13thStreet,Nanganallur, Chennai, Chennai, Tamil Nadu-600061.
 
                                                                 V Lakshmi Narayanan, 90 royal Hermitage, 5th Cross, Bannerghatta Road,Gottigere, Bengaluru South, Bangalore Rural, Karnataka-560083.
 
                                                                 Meenakumari, No.G-2, Adithiya’s Subha Shri Flats,3rd Main Road, Nanganallur, Chennai, Chennai, Tamil Nadu-600061.
 
                                                                 Sugandhi, Flat No G3,3rd Main Road,Adithiya’s Subha Shri Flats, Nanganallur, Chennai, Chennai, Tamil Nadu-600061.
 
                                                                 S Sridharan, Flat No G3,3rd Main Road,Adithiya’s Subha Shri Flats, Nanganallur, Chennai, Chennai, Tamil Nadu-600061.
 
                                                                 Vaidhegi Sridharan, No.27,1st Street Karpagam Avenue, Raja Annamalaipuram, Chennai, Chennai, Tamil Nadu-600028.
 
                                                                 T Narayanan, 42/191,Vellala Street, Purasawalkam, Flowers Road, Chennai, Chennai, Tamil Nadu-600084.
 
                                                                 T Nirmala Devi, 42/191,Vellala Street, Purasawalkam, Flowers Road, Chennai, Chennai, Tamil Nadu-600084.
 
                                                                 K Bhuvaneswari, Plot No.31,Flat No.2,Adithya’s Subha Shri,3rd Main Road,Nanganallur, Chennai, Chennai, Tamil Nadu-600061.
 
                                                                 R K Sowrirajan, Plot No.14,Maitri,Super Garden Extn,P.N.Pudur, Coimbatore, Coimbatore, Tamil Nadu-641041.
 
                                                                 V Rajaraman, No.P-1,B3B,XS Real La Celeste Apartments, Netaji Street, Raja Rajeswari Nagar, Near Arakya Santhai Super Market,Madhanandhapuram,Mugalivakkam, Chennai, Chennai, Tamil Nadu-600125.
 
                                                                 E Kalyanakumar Elangovan Aravindan,  
                                                                 1, 3rd main road nanganallur, Chennai, Chennai, Tamil Nadu-600061.
 
                                                                 Thiruvazh Marban,","Project Name: AANIRUDH SHREE PALACE Registration for Stilt floor + 5 floors (18.30m height) Residential Building with 20 dwelling units Availing Premium FSI at Plot No.31 & 32, New Door No.3, Old Door No.1 & 2, Nanganallur 3rd Main Road and Nanganallur 18th Street, NCBS Colony, Nanganallur, Chennai 600061 comprised in S.No.21/3 (Document) and T.S.No.70 & 71, Block No.22, Ward-B (Patta) of Nanganallur Village, Alandur Taluk District.",CMDA issued planning permission in Letter No.  OL-99/NHRB/0408/2025 vide letter No. CMDA/PP/NHRB/S/0685/2025 dated 16/10/2025. Greater Chennai Corporation issued building permission in Letter No. CEBA/WDCN12/00453/2025.,01.05.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/1cc89920-b49f-11f0-8bf8-a1b253f7b557, https://rera.tn.gov.in/public-view2/building/pfirm/b6ca7650-b884-11f0-979d-3dd288a1e73d",
2025,420,TNRERA/29/BLG/0420/2025 dated 19-12-2025,"G.RADHAKRISHNAN (LAND OWNER), 2. BALAJEE RADHAKRISHNAN (GPA HOLDER), Door No.1-B, 26, DHANALAKSHMI COLONY 2ND STREET, VADAPALANI, Chennai, Tamil Nadu-600040.","Project Name: G RADHAKRISHNAN Registration for Stilt Floor (Parking) + 4 Floors Commercial Building (Office - 15.20m Height) at Plot No. 1229, Door No. 55, 18th Main Road, Anna Nagar, Chennai - 600 040, Comprised in Old Survey No. 137/1 Part, Town Survey No. 207, Block No. 34, Ward - 1 of Villivakkam Village, Perambur Taluk, Chennai District.","CMDA issued Planning Permission in OL-PP/NHRB/0630/2024 in Letter No. CMDA/PP/NHRB/N/0335/2024, dated 18/10/2024. The Executive Engineer (T.P), Greater Chennai Corporation has issued Building Permission in Letter RC No. CEBA/WDCN08/00003/2025, dated 03/01/2025.",Completed,"https://rera.tn.gov.in/public-view1/building/pindividiual/8742c5f0-bf08-11f0-ad4c-d1c07b7ebb51, https://rera.tn.gov.in/public-view2/building/pindividiual/8cc09c20-bf0c-11f0-b2a5-9389b4a4f51e",
